"	O
Ini	O
lebih	O
mudah	O
daripada	O
yang	O
saya	O
duga	O
,	O
"	O
kata	O
Federer	B-PERSON
,	O
seperti	O
dilansir	O
Reuters	B-ORGANIZATION
.	O

"	O
Menyedihkan	O
kalah	O
di	O
laga	O
seperti	O
ini	O
tapi	O
kami	O
tahu	O
kami	O
harus	O
berpikir	O
bagaimana	O
caranya	O
comeback	O
,	O
"	O
ujar	O
bek	O
Madrid	B-ORGANIZATION
,	O
Pepe	B-PERSON
,	O
seperti	O
dikutip	O
Football	B-ORGANIZATION
Espana	I-ORGANIZATION
.	O

Sofyan	B-PERSON
menambahkan	O
,	O
Telkom	B-ORGANIZATION
mengambil	O
alih	O
KSO	O
karena	O
ingin	O
mengembangkan	O
telekomunikasi	O
di	O
Indonesia	B-LOCATION
Timur	I-LOCATION
.	O

Mega	B-PERSON
malah	O
mengkritik	O
wartawan	O
yang	O
selalu	O
menyebutkan	O
Laksamana	O
sebagai	O
mantan	O
orang	O
PDIP	B-ORGANIZATION
.	O

Kalau	O
Davenport	B-PERSON
harus	O
menjalani	O
jalanan	O
berbatu	O
kerikil	O
,	O
maka	O
tidak	O
demikian	O
dengan	O
unggulan	O
utama	O
putra	O
Roger	B-PERSON
Federer	I-PERSON
.	O

Pada	O
Senin	O
malam	O
saat	O
kejadian	O
,	O
petugas	O
tower	O
yang	O
berkomunikasi	O
dengan	O
pesawat	O
Batik	B-ORGANIZATION
Air	I-ORGANIZATION
yang	O
akan	O
tinggal	O
landas	O
,	O
menggunakan	O
saluran	O
radio	O
VHF	O
yang	O
tidak	O
dapat	O
didengar	O
oleh	O
petugas	O
towing	O
yang	O
menggunakan	O
Handy	O
Talky	O
(	O
HT	O
)	O
dengan	O
saluran	O
frekuensi	O
yang	O
berbeda	O
.	O

Astra	B-ORGANIZATION
Agro	I-ORGANIZATION
(	O
AALI	B-ORGANIZATION
)	O
turun	O
Rp	O
725	O
ke	O
Rp	O
22.475	O
,	O
Matahari	B-ORGANIZATION
(	O
LPPF	B-ORGANIZATION
)	O
turun	O
Rp	O
675	O
ke	O
Rp	O
16.325	O
,	O
dan	O
Indofood	B-ORGANIZATION
CBP	I-ORGANIZATION
(	O
ICBP	B-ORGANIZATION
)	O
turun	O
Rp	O
650	O
ke	O
Rp	O
12.700	O
.	O

Pasalnya	O
,	O
Federer	B-PERSON
dan	O
Wawrinka	B-PERSON
jadi	O
andalan	O
Swiss	B-LOCATION
dalam	O
mencari	O
trofi	O
Piala	O
Davis	O
pertamanya	O
dengan	O
melawan	O
Prancis	B-LOCATION
pada	O
pekan	O
depan	O
.	O

Penyerahan	O
bantuan	O
secara	O
simbolis	O
dilakukan	O
Jokowi	B-PERSON
di	O
Desa	B-LOCATION
Sanggeng	I-LOCATION
,	O
Kecamatan	B-LOCATION
Manokwari	I-LOCATION
Barat	I-LOCATION
,	O
Manokwari	B-LOCATION
,	O
Selasa	O
(	O
5/4/2016	O
)	O
.	O

Squawka	B-ORGANIZATION
mencatat	O
Morgan	B-PERSON
sebagai	O
pemain	O
yang	O
berbahaya	O
dalam	O
tekel	O
dan	O
dominan	O
dalam	O
duel	O
di	O
udara	O
.	O

Semula	O
,	O
17	O
persen	O
utang	O
Indofood	B-ORGANIZATION
berupa	O
utang	O
jangka	O
pendek	O
dan	O
sisanya	O
83	O
persen	O
jangka	O
panjang	O
.	O

Sebelumnya	O
,	O
pada	O
pukul	O
19.55	O
WIB	O
terjadi	O
tabrakan	O
antara	O
pesawat	O
TransNusa	B-ORGANIZATION
jenis	O
ATR	O
dengan	O
nomor	O
registrasi	O
PK	O
-	O
TNJ	O
dengan	O
pesawat	O
Batik	B-ORGANIZATION
Air	I-ORGANIZATION
jenis	O
Boeing	O
737	O
-	O
800	O
bernomor	O
registrasi	O
PK	O
-	O
LBS	O
.	O

"	O
Tentunya	O
ini	O
adalah	O
tugas	O
berat	O
yang	O
akan	O
jadi	O
tanggungjawab	O
Polri	B-ORGANIZATION
,	O
BNN	B-ORGANIZATION
termasuk	O
dirjen	O
bea	O
cukai	O
,	O
"	O
tutupnya	O
.	O

Dana	O
Rp	O
4	O
triliun	O
sudah	O
dikucurkan	O
Ahok	B-PERSON
untuk	O
menjalankan	O
proyek	O
ini	O
.	O

Ketua	O
Umum	O
PDIP	B-ORGANIZATION
Megawati	B-PERSON
Soekarnoputri	I-PERSON
membakar	O
semangat	O
ribuan	O
kadernya	O
,	O
peserta	O
halal	O
bihalal	O
kader	O
PDIP	B-ORGANIZATION
se-	O
DKI	B-LOCATION
Jakarta	I-LOCATION
.	O

Dengan	O
demikian	O
,	O
Jonatan	B-PERSON
Christie	I-PERSON
menjadi	O
satu	O
-	O
satunya	O
wakil	O
Indonesia	B-LOCATION
yang	O
tersisa	O
di	O
nomor	O
tunggal	O
putra	O
.	O

Sebelumnya	O
Rektor	O
UGM	B-ORGANIZATION
juga	O
telah	O
menggandeng	O
Universitas	B-ORGANIZATION
Szent	I-ORGANIZATION
Istvan	I-ORGANIZATION
Godollo	I-ORGANIZATION
,	O
Hongaria	B-LOCATION
untuk	O
kerjasama	O
pendidikan	O
tinggi	O
.	O

Presiden	O
Jokowi	B-PERSON
juga	O
akan	O
mendengarkan	O
masukan	O
dari	O
para	O
pembantunya	O
terlebih	O
dulu	O
sebelum	O
memutuskan	O
.	O

Gol	O
untuk	O
PSG	B-ORGANIZATION
yang	O
diciptakan	O
oleh	O
Ibrahimovic	B-PERSON
lahir	O
berkat	O
kesalahan	O
Fernando	B-PERSON
.	O

Paris	B-LOCATION
-	O
Manchester	B-ORGANIZATION
City	I-ORGANIZATION
pulang	O
dari	O
markas	O
Paris	B-ORGANIZATION
Saint	I-ORGANIZATION
-	I-ORGANIZATION
Germain	I-ORGANIZATION
dengan	O
hasil	O
seri	O
2	O
-	O
2	O
.	O

Buktinya	O
,	O
dua	O
petenis	O
Swiss	B-LOCATION
,	O
Stanislas	B-PERSON
Wawrinka	I-PERSON
dan	O
Marco	B-PERSON
Chiudinelli	I-PERSON
,	O
berhasil	O
melaju	O
ke	O
perempatfinal	O
Swiss	B-LOCATION
Indoors	O
menemani	O
Federer	B-PERSON
